-16.13652958,-1.76E-14,151.2799643
-5.404453472,-20.73487932,130.9072492
-6.043676701,-28.54619808,134.9713891
-27.1523661,-18.16309771,132.4545449
-18.9112386,-13.15819646,135.4657112
-14.90076912,-10.72260694,136.9310678
-11.14663147,-13.56839013,135.2189209
-15.16549884,-16.05562789,133.7224904
10.84422046,29.6009344,111.0104459
15.98948085,32.42363944,113.3226509
21.61427326,29.12367127,110.6194982
16.46426214,26.21810576,108.2394185
-14.63176112,32.79534159,137.1727601
-22.70834634,28.67542551,134.2243114
-11.26266735,21.0947973,128.7991782
-3.13673181,25.48622426,131.9419357
-4.483719014,8.162218558,139.7848478
-12.24767254,3.670802377,136.9310678
-0.658325474,-4.586572284,131.684453
7.141690907,0.195816057,134.7231125
11.31196254,37.05208803,117.1140218
2.74897639,32.50106231,113.3860715
21.48580434,21.12444049,104.0669676
30.07484561,26.13635272,108.1724509
21.16320383,-27.2502618,135.7117635
5.891567419,-37.95545703,129.5958358
6.855887936,-30.1226819,125.2591388
14.80734857,-24.68286762,128.5319677
-23.3358989,3.388123661,145.4206972
-39.2287262,-5.591507079,140.0181607
-39.06413233,-13.33633223,143.6608559
-35.70961355,-16.08978835,142.0877937
-35.79693745,-8.330017599,138.3705537
-44.19342718,-13.15819646,135.4657112
-43.90807436,-20.94117398,139.3161746
-22.40426999,-39.34991035,128.7991782
-22.15889274,-31.51523802,124.4213165
